ASV_ID	F-2016-GULD04-1m-L	F-2016-GULD04-1m-S	F-2016-GULD04-20m-L	F-2016-GULD04-20m-S	F-2016-GULD04-250m-L	F-2016-GULD04-250m-S	F-2014-GULD04-1m-L	F-2014-GULD04-1m-S	F-2014-GULD04-20m-L	F-2014-GULD04-20m-S	F-2014-GULD04-250m-L	F-2014-GULD04-250m-S	F-2017-GULD04-1m-L	F-2017-GULD04-1m-S	F-2017-GULD04-20m-L	F-2017-GULD04-20m-S	F-2017-GULD04-250m-L	F-2017-GULD04-250m-S	S-2014-GULD04-1m-S	S-2014-GULD04-20m-L	S-2014-GULD04-20m-S	S-2014-GULD04-250m-L	S-2014-GULD04-250m-S	S-2017-GULD04-1m-S	S-2017-GULD04-20m-L	S-2017-GULD04-20m-S	S-2017-GULD04-250m-L	S-2017-GULD04-250m-S	S-2018-GULD04-1m-S	S-2018-GULD04-20m-L	S-2018-GULD04-20m-S	S-2018-GULD04-250m-L	S-2018-GULD04-250m-S	F-2014-LL07-1m-L	F-2014-LL07-1m-S	F-2014-LL07-20m-L	F-2014-LL07-20m-S	F-2014-LL07-250m-L	F-2014-LL07-250m-S	F-2016-LL07-1m-L	F-2016-LL07-1m-S	F-2016-LL07-20m-L	F-2016-LL07-20m-S	F-2016-LL07-250m-L	F-2016-LL07-250m-S	F-2017-LL07-1m-L	F-2017-LL07-1m-S	F-2017-LL07-20m-L	F-2017-LL07-20m-S	F-2017-LL07-250m-L	F-2017-LL07-250m-S	S-2014-GULD04-1m-L	S-2014-LL07-1m-S	S-2014-LL07-20m-S	S-2014-LL07-250m-L	S-2014-LL07-250m-S	S-2017-GULD04-1m-L	S-2017-LL07-1m-L	S-2017-LL07-1m-S	S-2017-LL07-20m-L	S-2017-LL07-20m-S	S-2017-LL07-250m-L	S-2017-LL07-250m-S	S-2018-LL07-1m-L	S-2018-LL07-1m-S	S-2018-LL07-20m-S	S-2018-LL07-250m-L	S-2018-LL07-250m-S
782e30562858c179cd1b68bc85ae5a33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7840ccdee562df8ba5e38ecbb9be18bd	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7842c3e38414fe4ae9d4cde25fd3296c	0	0	0	0	0	0	0	0	0	0	15	47	0	0	0	0	21	9	0	0	0	0	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
78965169696efcd809cd6ed79e4d37f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789d43bc3d1d2cda467837ec70e5a962	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	136	66	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
78a5775f4b3566d13ec396dbf2723700	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	52	0	0	0	0	0	0	0	13	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78cd904773f90cf929d94f4952ea63f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78dcffadda39786f5faab140adf83cc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78df6103dafbe835620c978a6ea77f51	0	0	0	0	175	0	0	0	0	0	53	0	0	0	0	0	234	0	148	26	96	889	30	0	0	0	59	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78f8b4eb2924a04ab89838e2282a2b8b	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7911321b4ca87b45e3965465ac1670d6	0	0	0	0	0	0	0	0	0	0	0	0	49	496	27	135	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	59	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7942bba930ce6c4d369e80ec44f5e0de	0	0	0	0	46	8	0	0	0	0	409	62	0	0	0	0	422	7	0	0	0	106	23	0	0	0	51	7	0	0	0	5	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	0	107	88	0	0	0	7	0	0	0	0	0	0	0	125	0	0	0	0	0
798a7660d760a4acec055ed4e3a8ad0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7997af14a4b412139990050cbe657478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79b39a0db5d6473afb55647ee333f3dd	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	97	0	0	0	0	98	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79c05b1aba6c1d129ed94af3405b4af1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79cc18bca11d6f0eab3fdd0b42f83c33	0	8	17	12	958	3330	0	5	2	4	624	799	0	47	10	16	405	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	16	18	7	31	0	65	91	5511	12	0	3	0	0	341	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79e60a372f0567d05113755f6136f10e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79e71af3af73e5ef440776480afc446e	0	0	0	0	0	109	0	0	0	0	13	52	0	0	0	0	82	80	0	0	0	7	133	0	0	0	8	80	0	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	463	0	0	0	0	10	0	0	0	0	0	0	172	0	0	0	0	0
79ed6d2434d59a4fa6ea2ada176b75a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	26	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a2dbaefa9b82c734f9853287237b774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a2f7ff5eea6cc1133edf01b3ba0f56b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a31a364c8d6a0bcc6d0bcf1053c3c81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
7a446b99beb8b99df6682b531a35e1dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
7a5552f8d6729d1cc6ac0101d73fdba9	0	0	0	0	0	36	0	0	0	0	0	49	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a5cd6d01d9f623d2db7805e3072e6a6	22	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a6ef93bd6c3e416258833f7270d1dff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a8c08ee0a1da5782229811d04fcd504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
7aa845b4bcc849e4aa788bb751a953a1	0	0	33	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ab993410e35ddb140976156b2e8646b	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	159	12	0	0	0	39	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	41	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
7ad130e5d8e13f559e97685650c00f5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ad5c9b79d8bf795857f85dd0c834243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23	0	14	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ae4e76c84c82edfb9cf190e7c3afb01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7aed39effa4afa77b3bf4249496b330b	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	37	0	0	0	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7af5bf02ad33be56d68e81d75c89e59f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7afd3386aa1d6677ee92bc585fcf5647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b011bf3108e625d4020c25dbfaedbba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b135bfc95b19ef478bef7a66a9322c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b1944707099d96b6e72f5376a74910d	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	15	0	10	0	0	14	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b2417545108d18a073dccfd29876b2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b6503b4ab225272be293897531b675e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
7b75bdbba15412b973dea4fb3009eb40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	53	312	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b87679d2b6195a0ec86870964e7b324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ba1620f686dfdd9d14b94bdd1652bb6	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	20	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
7ba21be1f60ba2e5c4474b9e28991fd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7bac6a49942048c489c2dfa812a5619a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7bb4adf74be84502be6c0ee114f2c6c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7bf4c3e14018fa5bd654fe9a99fa39e3	0	0	0	0	75	69	0	0	0	0	32	23	0	0	0	0	193	0	0	0	0	22	21	0	0	0	84	17	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16	103	0	0	0	0	0	0	0	0	0	0	9	43	0	0	0	0	0
7c1e47377a27419153d8798386967ed3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	16	0	0	0	0	0	0	0	0	106	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c3b75f3a6d4a19c7534ffcf5a2dcb59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c4840d02c3559814da82da093eb4aa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c4f30626300848d67648a4d04619de4	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	4	5	0	11	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
7c6a367cdbedd34457008c0ed4144215	36	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	33	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c738299f6f868404a775155ca21886a	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	11	0	0	12	0	25	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	28	0	0	0	0	0	0	0
7cbe9ab0b46397a6eb68ac9d6ad06aab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7cc28002fce387c9f7519dce9ad87046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ccee03ad14330372ca78c1448ff4636	0	0	0	0	26	28	0	0	0	0	120	74	0	0	0	0	65	24	0	0	0	36	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	120	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
7cd25198334fca890c86dfe44c39861a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d0c840c384e4ce508d8f9a2e83813c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
7d11b56c66d3476089a2fcef3656cef2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d1438f1875ef40d427988f07ef1341d	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	14	0	0	0	173	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d20e77a4504b01391b26aee72498cab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
7d27a12ca49819b9b47cdfe4f9a560f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d2b38ec0453773a1cb3c92adf3d4b20	0	0	0	0	0	0	0	0	0	0	0	0	34	129	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d2db57cff19322fe85139a0efc0bdb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d3a0e314028171dac1702fc4cf206d5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d6514296b489e93c74120b3d0c2aedc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d9bbbb79dbf6bd0409af86808057b02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7da9d52b9bd85094c5808e593a8ccff5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7daca8be493b69daf3384aec3e4511ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
7e01a16551a50eef66a108c00bbc8bf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e045fd13e7b96d1a448160efbe8c522	40	61	31	74	0	0	0	56	0	24	0	0	78	357	52	102	0	0	19	0	0	0	30	37	0	63	0	0	0	0	0	0	0	0	367	0	161	0	0	16	32	48	59	0	42	100	28	112	42	0	0	0	0	0	0	0	22	0	0	0	19	0	19	0	0	0	0	0
7e0bc242de5fdc4811e2c75f994db698	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	20	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e2bcbd2b7df53b2c4de74e37a30d9e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e312905688e60e7345a768c0ce5740e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e51134342d0153a279cade98b832c8b	0	0	0	0	0	0	0	0	0	0	0	0	24	159	0	27	0	0	228	0	298	0	0	41	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	25	57	0	0	0	0	0	15	0	0	9	0	0	0	113	0	0	0	0	0	0	0
7e514f38e35e218410eaba8f90e0a696	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e57a6163c63a370b9497097e5140b88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e5ee362a74b5db5b8b193c3643514c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	20	20	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7efb9a1b4e62a3510ec4480dbca04def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	43	0	0	23	11	18	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
7f0032a3258db8959e377c13c63dd1fb	0	0	0	0	0	0	0	0	0	0	0	0	4	46	0	37	0	0	0	0	0	0	0	35	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f1464c05611edd5ba3646b0808c6357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0
